snippet_id,version,mode,message
so_19340685_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_19340685_block_2.java' at line 1, column 5: Compact source files and instance main methods are a feature of Java 25, you should select your language version accordingly"
so_20274776_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_20274776_block_2.java' at line 1, column 19: Encountered <IDENTIFIER: ""CountDownLatch"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_20276324_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_20276324_block_2.java' at line 2, column 15: Encountered <IDENTIFIER: ""Void"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_20765715_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_20765715_block_2.java' at line 1, column 12: Encountered ""<"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_2086792_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_2086792_block_2.java' at line 1, column 13: Encountered ""boolean"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_21178275_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_21178275_block_2.java' at line 1, column 13: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_2180534_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_2180534_block_2.java' at line 52, column 12: Encountered <IDENTIFIER: ""Future"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_22968559_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_22968559_block_2.java' at line 7, column 10: Encountered <EOF>. Was expecting one of:     ""void"" ...     ""<"" ..."
so_2325407_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_2325407_block_2.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_23839705_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_23839705_block_2.java' at line 15, column 8: Encountered <EOF>. Was expecting:     ""}"" ..."
so_23916259_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_23916259_block_2.java' at line 1, column 5: Compact source files and instance main methods are a feature of Java 25, you should select your language version accordingly"
so_25985720_block_14,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_25985720_block_14.java' at line 1, column 9: Encountered ""for"". Was expecting one of:     <EOF>      ""import"" ..."
so_26046107_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_26046107_block_2.java' at line 18, column 6: Encountered <EOF>. Was expecting:     ""}"" ..."
so_27436796_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_27436796_block_2.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_27437289_block_16,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_27437289_block_16.java' at line 2, column 12: Encountered <IDENTIFIER: ""Component"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_27469652_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_27469652_block_4.java' at line 2, column 10: Encountered "";"". Was expecting one of:     ""throws"" ...     ""{"" ..."
so_28329032_block_6,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_28329032_block_6.java' at line 1, column 21: Encountered ""("". Was expecting one of:     <IDENTIFIER> ...     ""<"" ..."
so_29230939_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_29230939_block_4.java' at line 2, column 18: Encountered ""<"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_29330741_block_6,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_29330741_block_6.java' at line 1, column 20: Encountered <IDENTIFIER: ""BigDecimal"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_29866762_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_29866762_block_2.java' at line 1, column 12: Encountered ""<"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_30952083_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_30952083_block_2.java' at line 1, column 21: Encountered <IDENTIFIER: ""List"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_31868761_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_31868761_block_4.java' at line 1, column 12: Encountered <IDENTIFIER: ""Connection"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_32164598_block_8,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_32164598_block_8.java' at line 2, column 12: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_32855556_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_32855556_block_4.java' at line 1, column 13: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_33085670_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_33085670_block_2.java' at line 4, column 12: Encountered <IDENTIFIER: ""String"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_33943576_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_33943576_block_2.java' at line 1, column 12: Encountered <IDENTIFIER: ""LocalDate"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_34717151_block_6,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_34717151_block_6.java' at line 7, column 5: Encountered ""try"". Was expecting one of:     ""void"" ...     ""<"" ..."
so_35094888_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_35094888_block_2.java' at line 1, column 13: Encountered ""boolean"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_359634_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_359634_block_2.java' at line 1, column 12: Encountered ""boolean"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_36950444_block_6,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_36950444_block_6.java' at line 1, column 19: Encountered ""int"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_3775893_block_6,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_3775893_block_6.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_37957745_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_37957745_block_2.java' at line 1, column 19: Encountered <IDENTIFIER: ""String"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_38367701_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_38367701_block_2.java' at line 27, column 13: Encountered . Was expecting one of:     "
so_40056844_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_40056844_block_2.java' at line 1, column 19: Encountered ""boolean"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_41225553_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_41225553_block_2.java' at line 2, column 3: Encountered . Was expecting one of:     "
so_41251473_block_6,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_41251473_block_6.java' at line 1, column 19: Encountered <IDENTIFIER: ""RequestBody"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_41471859_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_41471859_block_4.java' at line 1, column 12: Encountered <IDENTIFIER: ""String"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_41588054_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_41588054_block_2.java' at line 1, column 16: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_41751396_block_8,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_41751396_block_8.java' at line 114, column 5: Encountered ""try"". Was expecting one of:     ""void"" ...     ""<"" ..."
so_42681543_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_42681543_block_4.java' at line 23, column 5: Encountered ""package"". Was expecting one of:     <EOF>      ""import"" ...     "";"" ..."
so_453067_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_453067_block_2.java' at line 1, column 12: Encountered ""int"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_45774144_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_45774144_block_4.java' at line 1, column 6: Encountered <IDENTIFIER: ""S1L1Reset"">. Was expecting:     ""import"" ..."
so_46830988_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_46830988_block_4.java' at line 1, column 11: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_46887834_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_46887834_block_2.java' at line 3, column 9: Encountered ""new"". Was expecting one of:     ""void"" ...     ""<"" ..."
so_47622507_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_47622507_block_4.java' at line 7, column 19: Encountered ""boolean"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_50578162_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_50578162_block_2.java' at line 22, column 20: Encountered <EOF>. Was expecting:     ""}"" ..."
so_52144662_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_52144662_block_2.java' at line 94, column 101: Encountered <EOF>. Was expecting:     ""}"" ..."
so_52148106_block_4,before,RAW,"LexException: Lexical error in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_52148106_block_4.java' at line 1, column 5: ""`"" (96), after : """" (in lexical state DEFAULT)"
so_53110509_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_53110509_block_2.java' at line 1, column 13: Encountered ""int"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_53360610_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_53360610_block_4.java' at line 3, column 5: Encountered . Was expecting one of:     "
so_55003173_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_55003173_block_2.java' at line 12, column 5: Encountered . Was expecting one of:     "
so_55728841_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_55728841_block_2.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_56259221_block_5,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_56259221_block_5.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_56611483_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_56611483_block_2.java' at line 1, column 9: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_56815_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_56815_block_2.java' at line 1, column 26: Encountered <IDENTIFIER: ""ThreadLocal"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_57560955_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_57560955_block_2.java' at line 2, column 5: Compact source files and instance main methods are a feature of Java 25, you should select your language version accordingly"
so_57713309_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_57713309_block_2.java' at line 1, column 19: Encountered <IDENTIFIER: ""String"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_57997601_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_57997601_block_2.java' at line 2, column 1: Encountered ""private"". Was expecting one of:     <IDENTIFIER> ...     ""<"" ..."
so_58346204_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_58346204_block_2.java' at line 62, column 5: Encountered ""for"". Was expecting one of:     <IDENTIFIER> ...     ""<"" ..."
so_58617321_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_58617321_block_2.java' at line 1, column 46: Encountered <IDENTIFIER: ""width"">. Was expecting one of:     ""["" ...     ""."" ...     ""@"" ...     ""::"" ..."
so_58993471_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_58993471_block_2.java' at line 10, column 9: Encountered . Was expecting one of:     "
so_59239733_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_59239733_block_4.java' at line 1, column 22: Encountered <IDENTIFIER: ""Exception"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_59394165_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_59394165_block_2.java' at line 1, column 13: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_59664498_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_59664498_block_2.java' at line 1, column 17: Encountered <IDENTIFIER: ""Server"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_59823215_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_59823215_block_2.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_60123437_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_60123437_block_2.java' at line 9, column 6: Encountered ""}"". Was expecting one of:     "";"" ...     ""="" ...     ""++"" ...     ""--"" ...     ""+="" ...     ""-="" ...     ""*="" ...     ""/="" ...     ""&="" ...     ""|="" ...     ""^="" ...     ""%="" ...     ""<<="" ...     "">>="" ...     "">>>="" ..."
so_60266789_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_60266789_block_2.java' at line 1, column 19: Encountered <IDENTIFIER: ""String"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_60565131_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_60565131_block_4.java' at line 1, column 12: Encountered <IDENTIFIER: ""DHParameterSpec"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_60816572_block_6,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_60816572_block_6.java' at line 2, column 1: Encountered ""public"". Was expecting one of:     <IDENTIFIER> ...     ""<"" ..."
so_61006461_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_61006461_block_2.java' at line 1, column 2: Encountered ""<"". Was expecting:     ""import"" ..."
so_61391737_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_61391737_block_2.java' at line 1, column 20: Encountered <IDENTIFIER: ""List"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_61780137_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_61780137_block_2.java' at line 3, column 1: Encountered ""public"". Was expecting one of:     <IDENTIFIER> ...     ""<"" ..."
so_62722315_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_62722315_block_2.java' at line 229, column 2: Encountered ""-"". Was expecting one of:     <EOF>      "";"" ..."
so_64804977_block_4,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_64804977_block_4.java' at line 1, column 9: Encountered ""new"". Was expecting one of:     <EOF>      ""import"" ..."
so_65112087_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_65112087_block_2.java' at line 1, column 57: Encountered ""..."". Was expecting:     "")"" ..."
so_6788456_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_6788456_block_2.java' at line 1, column 20: Encountered ""byte"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_7649183_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_7649183_block_2.java' at line 1, column 12: Encountered <IDENTIFIER: ""MyEditText"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_7901334_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_7901334_block_2.java' at line 1, column 41: Encountered ""&"". Was expecting one of:     ""extends"" ...     ""implements"" ...     ""{"" ...     ""<"" ..."
so_9109728_block_6,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_9109728_block_6.java' at line 2, column 5: Encountered . Was expecting one of:     "
so_9293885_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_9293885_block_2.java' at line 1, column 12: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_9709606_block_2,before,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/before/so_9709606_block_2.java' at line 1, column 5: Encountered ""["". Was expecting one of:     <EOF>      ""import"" ..."
so_10195366_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_10195366_block_2.java' at line 2, column 16: Encountered <IDENTIFIER: ""String"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
