id,recommendation_file,github_file_url,stackoverflow_url,pr_url,notes
31,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/46887834/46887834_2_recent.java,https://github.com/reneargento/algorithms-sedgewick-wayne/blob/master/src/chapter4/section2/Exercise55_StrongComponents.java,https://stackoverflow.com/a/46887834,SKIPPED,"The Stack Overflow edit moves ServerSocket.close() into the sleeper thread's try block and adds an IOException catch. Exercise55_StrongComponents has only a private sleep helper for pacing graph experiments and contains no ServerSocket, accept call, or socket-closing thread, so the construct is absent."
32,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/58617321/58617321_2_recent.java,https://github.com/corretto/corretto-8/blob/develop/jdk/test/javax/imageio/plugins/bmp/BMPSubsamplingTest.java,https://stackoverflow.com/a/58617321,SKIPPED,The answer renames create3ByteImage to create3ByteRGBImage. Corretto deliberately uses one generalized create3ByteImage helper for both TYPE_3BYTE_RGB and TYPE_3BYTE_GRB by supplying different band offsets; the proposed RGB-specific name would be misleading for the GRB caller.
33,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/20680556/20680556_2_recent.java,https://github.com/vmware/singleton/blob/master/g11n-ws/modules/md-data-initdb/src/main/java/com/vmware/vip/initdb/utils/BundleProductUtils.java,https://stackoverflow.com/a/20680556,SKIPPED,"The Stack Overflow edit changes a custom directory filter from excluding one named child to accepting only one named child. BundleProductUtils uses anonymous filters based solely on whether entries are directories and has no allowed/not-allowed filename field or testFolder logic, so the recommendation does not map."
34,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19648723/19648723_1_recent.java,https://github.com/evosuite/evosuite/blob/master/plugins/maven-test/projects/CoverageModule/src/main/java/org/maven_test_project/cm/SimpleClass.java,https://stackoverflow.com/a/19648723,SKIPPED,The recommendation replaces a broken prime method with isPrime. This EvoSuite fixture contains only isPositive(int) and no prime-number method or related construct; adding unrelated functionality would change the test fixture rather than improve matched code.
35,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19648723/19648723_1_recent.java,https://github.com/evosuite/evosuite/blob/master/plugins/gradle/gradle-test-projects/SimpleProject/src/main/java/org/gradle_test_project/sm/SimpleClass.java,https://stackoverflow.com/a/19648723,SKIPPED,"The recommendation replaces a broken prime method with isPrime. This Gradle test fixture contains only isPositive(int), so the edited method is absent and adding it would introduce unrelated fixture behavior."
36,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13462440/13462440_4_recent.java,https://github.com/corretto/corretto-8/blob/develop/jdk/src/share/demo/jfc/SwingApplet/SwingApplet.java,https://stackoverflow.com/a/13462440,SKIPPED,"The selected edit inserts only a //create UI here placeholder inside invokeAndWait. Corretto's SwingApplet already calls initUI() there and builds the actual interface, so the recommendation is already represented by working code."
37,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/58993471/58993471_2_recent.java,https://github.com/corretto/corretto-8/blob/develop/jdk/src/share/classes/sun/security/tools/keytool/Main.java,https://stackoverflow.com/a/58993471,SKIPPED,"The only shared code is the byte2hex/toHexString formatting helper, which already matches the latest answer. The answer's substantive edits add standalone multi-party Diffie-Hellman demonstrations, unrelated to keytool's certificate-digest formatting."
38,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/29866762/29866762_2_89013107.java,https://github.com/corretto/corretto-8/blob/develop/jdk/src/share/classes/java/util/ComparableTimSort.java,https://stackoverflow.com/a/29866762,SKIPPED,"The selected recommendation file is byte-for-byte identical to its original Stack Overflow block. ComparableTimSort already implements the same run-detection and merge algorithm, adapted for natural ordering, so no edited recommendation exists."
39,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/29866762/29866762_2_89013107.java,https://github.com/corretto/corretto-8/blob/develop/jdk/src/share/classes/java/util/TimSort.java,https://stackoverflow.com/a/29866762,SKIPPED,"The selected recommendation is byte-for-byte unchanged, and Corretto's TimSort.sort already contains the same algorithm with only formatting differences."
40,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/46830988/46830988_4_recent.java,https://github.com/corretto/corretto-8/blob/develop/jdk/src/share/classes/java/util/HashMap.java,https://stackoverflow.com/a/46830988,SKIPPED,"The latest Stack Overflow block is Collection.addAll code using element type E and add(e), replacing an earlier HashMap.putMapEntries excerpt. HashMap has key/value types K and V and no add(E) operation; substituting collection code would not compile and belongs to a different class."
41,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/16799135/16799135_10_41317480.java,https://github.com/corretto/corretto-8/blob/develop/jdk/src/share/classes/java/util/Timer.java,https://stackoverflow.com/a/16799135,SKIPPED,"The selected Stack Overflow revision is byte-for-byte unchanged, so it provides no Timer edit to apply."
42,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/29330741/29330741_2_recent.java,https://github.com/corretto/corretto-8/blob/develop/jdk/src/share/classes/java/math/BigDecimal.java,https://stackoverflow.com/a/29330741,SKIPPED,The latest block is an incomplete internal divide branch from a different BigDecimal implementation path; the target public overload correctly delegates using roundingMode.oldMode.
43,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/33561612/33561612_2_recent.java,https://github.com/elastic/elasticsearch/blob/main/server/src/test/java/org/elasticsearch/cluster/service/TaskExecutorTests.java,https://stackoverflow.com/a/33561612,SKIPPED,"The edited SynchronousQueue odd/even loop is absent from Elasticsearch TaskExecutorTests, which tests cluster-state task execution."
44,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/58993471/58993471_2_recent.java,https://github.com/openjdk-mirror/jdk7u-jdk/blob/master/test/sun/security/x509/X500Name/DerValueConstructor.java,https://stackoverflow.com/a/58993471,SKIPPED,The shared byte2hex/toHexString helpers already match; the added multi-party Diffie-Hellman demos are unrelated to X500Name DER testing.
45,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/58993471/58993471_2_recent.java,https://github.com/openjdk-mirror/jdk7u-jdk/blob/master/test/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement2.java,https://stackoverflow.com/a/58993471,SKIPPED,"The hex helpers already match, while the answer adds four- and five-party demonstrations unrelated to this intentional two-party DH regression test."
46,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/61006461/61006461_2_recent.java,https://github.com/freeplane/freeplane/blob/1.13.x/freeplane_plugin_script/src/main/java/org/freeplane/plugin/script/PrecompiledClasses.java,https://stackoverflow.com/a/61006461,SKIPPED,"The answer edit only appends Azure Blob RSS publishing instructions and code, unrelated to Freeplane precompiled-script metadata."
47,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/58370217/58370217_2_recent.java,https://github.com/sevenex/bitrade-parent/blob/master/open-api/src/main/java/cn/ztuo/bitrade/config/ApplicationConfig.java,https://stackoverflow.com/a/58370217,SKIPPED,"The target already uses Spring CorsFilter configuration; the answer merely appends an alternative servlet-filter fallback, which is not a replacement for this working configuration."
48,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/58370217/58370217_2_recent.java,https://github.com/sevenex/bitrade-parent/blob/master/market/src/main/java/cn/ztuo/bitrade/config/ContextConfig.java,https://stackoverflow.com/a/58370217,SKIPPED,The target already uses Spring CorsFilter configuration; the appended generic servlet-filter alternative is unrelated and would duplicate CORS handling.
49,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/16799135/16799135_10_41317480.java,https://github.com/ibmruntimes/openj9-openjdk-jdk8/blob/openj9/jdk/src/share/classes/java/util/Timer.java,https://stackoverflow.com/a/16799135,SKIPPED,"The selected Stack Overflow revision is byte-for-byte unchanged, so it contains no Timer recommendation to apply."
50,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/29330741/29330741_2_recent.java,https://github.com/nativejdb/nativejdb/blob/main/src/test/data/Hellosources/java/math/BigDecimal.java,https://stackoverflow.com/a/29330741,SKIPPED,The latest block is an incomplete internal BigDecimal divide branch; this test fixture preserves the complete JDK public overload and its correct delegation.
51,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/60929154/60929154_2_recent.java,https://github.com/processing/processing4/blob/main/java/src/processing/mode/java/CompletionPanel.java,https://stackoverflow.com/a/60929154,SKIPPED,The answer replaces a standalone WordAssist example wholesale; Processing CompletionPanel is a project-specific completion UI with different APIs and no isolated matching edit.
52,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/41471859/41471859_2_recent.java,https://github.com/atjiu/pybbs/blob/master/src/main/java/co/yiiu/pybbs/util/bcrypt/BCryptPasswordEncoder.java,https://stackoverflow.com/a/41471859,SKIPPED,"BCryptPasswordEncoder.encode already matches the latest Stack Overflow implementation, including strength and SecureRandom handling."
53,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/58993471/58993471_2_recent.java,https://github.com/corretto/corretto-8/blob/develop/jdk/test/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement2.java,https://stackoverflow.com/a/58993471,SKIPPED,The hex helpers already match; the answer’s added multi-party DH demos do not apply to this two-party provider test.
54,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/29330741/29330741_2_recent.java,https://github.com/wupeixuan/jdksourcecode1.8/blob/master/src/java/math/BigDecimal.java,https://stackoverflow.com/a/29330741,SKIPPED,The latest block is an incomplete internal divide fragment and cannot replace the complete public BigDecimal overload in this source mirror.
55,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/52144662/52144662_2_recent.java,https://github.com/evgenyzinoviev/gravitydefied/blob/master/src/org/happysanta/gd/Storage/LevelsManager.java,https://stackoverflow.com/a/52144662,SKIPPED,"The OpenCV ROI-saving and rectangle edit has no match in LevelsManager, which contains no Mat, Imgcodecs, or image-detection code."
56,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/9293885/9293885_2_recent.java,https://github.com/evgenyzinoviev/gravitydefied/blob/master/src/org/happysanta/gd/Storage/LevelsManager.java,https://stackoverflow.com/a/9293885,https://github.com/evgenyzinoviev/gravitydefied/pull/13,""
57,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/58370217/58370217_2_recent.java,https://github.com/yangzongzhuan/ruoyi-vue/blob/master/ruoyi-framework/src/main/java/com/ruoyi/framework/config/ResourcesConfig.java,https://stackoverflow.com/a/58370217,SKIPPED,ResourcesConfig already has working Spring CorsFilter configuration; adding the answer’s alternative servlet Filter would duplicate and bypass the framework setup.
58,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/50241292/50241292_2_recent.java,https://github.com/phoenixctms/ctsms/blob/master/web/src/main/java/org/phoenixctms/ctsms/web/jersey/provider/CORSFilter.java,https://stackoverflow.com/a/50241292,SKIPPED,"The recommendation migrates a Jersey 1 response filter to Jersey 2 APIs. This project uses Jersey 1 ContainerRequest/ContainerResponse dependencies, so changing only this class would not compile."
59,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/3519182/3519182_2_recent.java,https://github.com/kontalk/desktopclient-java/blob/master/src/main/java/org/kontalk/view/ComponentUtils.java,https://stackoverflow.com/a/3519182,SKIPPED,"TextLimitDocument already matches the latest simplified implementation: javax.swing imports, one constructor, and no uppercase-conversion option."
60,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/52148106/52148106_4_recent.java,https://github.com/pkainulainen/spring-data-jpa-examples/blob/master/tutorial-part-eight/src/main/java/net/petrikainulainen/spring/datajpa/config/ApplicationContext.java,https://stackoverflow.com/a/52148106,SKIPPED,The selected edit only removes Markdown backticks from a code block; ApplicationContext is already ordinary Java source without those delimiters.
61,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/52148106/52148106_4_recent.java,https://github.com/pkainulainen/spring-data-jpa-examples/blob/master/tutorial-part-seven/src/main/java/net/petrikainulainen/spring/datajpa/config/ApplicationContext.java,https://stackoverflow.com/a/52148106,SKIPPED,The edit only removes Markdown backticks; the target is already ordinary Java source.
62,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/52148106/52148106_4_recent.java,https://github.com/pkainulainen/spring-data-solr-examples/blob/master/query-methods-pagination/src/main/java/net/petrikainulainen/spring/datasolr/config/ExampleApplicationContext.java,https://stackoverflow.com/a/52148106,SKIPPED,The edit only removes Markdown backticks; the target is already ordinary Java source.
63,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13462440/13462440_4_recent.java,https://github.com/openjdk-mirror/jdk7u-jdk/blob/master/src/share/demo/jfc/SwingApplet/SwingApplet.java,https://stackoverflow.com/a/13462440,SKIPPED,The placeholder UI comment is already represented by the working initUI() call inside invokeAndWait.
64,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/6702420/6702420_2_recent.java,https://github.com/apache/netbeans/blob/master/enterprise/j2ee.ddloaders/src/org/netbeans/modules/j2ee/ddloaders/web/multiview/SecurityMultiViewElement.java,https://stackoverflow.com/a/6702420,SKIPPED,"The answer rewrites a standalone MouseWheelTest; SecurityMultiViewElement has no matching listener, action key, or demo GUI."
65,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/54119640/54119640_4_recent.java,https://github.com/wupeixuan/jdksourcecode1.8/blob/master/src/javax/swing/plaf/basic/BasicTableHeaderUI.java,https://stackoverflow.com/a/54119640,SKIPPED,"The answer defines a custom BasicTableHeaderUI subclass; the target is the base BasicTableHeaderUI implementation itself, so inserting the subclass override into it would be circular and incorrect."
