snippet_id,status,parse_mode,accepted_study_rows,recommendation_group,identical_before_after,before_code_lines,before_violations,before_violations_per_100_lines,before_bug_risk_violations,before_bug_risk_violations_per_100_lines,before_performance_violations,before_performance_violations_per_100_lines,after_code_lines,after_violations,after_violations_per_100_lines,after_bug_risk_violations,after_bug_risk_violations_per_100_lines,after_performance_violations,after_performance_violations_per_100_lines,delta_violations,delta_violations_per_100_lines,delta_bug_risk_violations,delta_bug_risk_violations_per_100_lines,bug_risk_outcome,delta_performance_violations,delta_performance_violations_per_100_lines,performance_outcome,outcome
so_16114563_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,11,0,0.0,0,0.0,0,0.0,36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_16799135_block_10,ANALYZED,CLASS_MEMBER,6,Improving Code,YES,21,0,0.0,0,0.0,0,0.0,21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_18454342_block_2,ANALYZED,METHOD_BODY,1,Improving Code,NO,16,0,0.0,0,0.0,0,0.0,28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_189739_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,14,0,0.0,0,0.0,0,0.0,14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_19340685_block_2,ANALYZED,CLASS_MEMBER,2,Improving Code,NO,29,1,3.4482758620689653,1,3.4482758620689653,0,0.0,16,0,0.0,0,0.0,0,0.0,-1,-3.4482758620689653,-1,-3.4482758620689653,IMPROVED,0,0.0,UNCHANGED,IMPROVED
so_2001205_block_2,ANALYZED,RAW,1,Improving Code,NO,25,0,0.0,0,0.0,0,0.0,26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_20274776_block_2,ANALYZED,CLASS_MEMBER,2,Improving Code,NO,16,1,6.25,1,6.25,0,0.0,23,2,8.695652173913043,2,8.695652173913043,0,0.0,1,2.445652173913043,1,2.445652173913043,WORSENED,0,0.0,UNCHANGED,WORSENED
so_20276324_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,11,0,0.0,0,0.0,0,0.0,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_20680556_block_2,ANALYZED,RAW,4,Improving Code,NO,16,0,0.0,0,0.0,0,0.0,15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_20765715_block_2,ANALYZED,CLASS_MEMBER,3,Improving Code,NO,19,0,0.0,0,0.0,0,0.0,22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_2086792_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,19,2,10.526315789473685,2,10.526315789473685,0,0.0,17,1,5.882352941176471,1,5.882352941176471,0,0.0,-1,-4.643962848297214,-1,-4.643962848297214,IMPROVED,0,0.0,UNCHANGED,IMPROVED
so_21178275_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,36,1,2.7777777777777777,1,2.7777777777777777,0,0.0,37,1,2.7027027027027026,1,2.7027027027027026,0,0.0,0,-0.07507507507507505,0,-0.07507507507507505,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_2180534_block_2,ANALYZED,CLASS_MEMBER,1,Bug Fixing,NO,50,0,0.0,0,0.0,0,0.0,49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_2275596_block_2,ANALYZED,RAW,1,Bug Fixing,NO,24,1,4.166666666666667,1,4.166666666666667,0,0.0,29,1,3.4482758620689653,1,3.4482758620689653,0,0.0,0,-0.7183908045977017,0,-0.7183908045977017,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_22968559_block_2,ANALYZED,METHOD_BODY,1,Improving Code,NO,5,0,0.0,0,0.0,0,0.0,14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_2325407_block_2,ANALYZED,CLASS_MEMBER,1,Bug Fixing,NO,11,0,0.0,0,0.0,0,0.0,11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_23839705_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,14,0,0.0,0,0.0,0,0.0,15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_23916259_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,27,0,0.0,0,0.0,0,0.0,25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_24127188_block_2,ANALYZED,RAW,17,Improving Code,NO,32,1,3.125,1,3.125,0,0.0,32,2,6.25,1,3.125,1,3.125,1,3.125,0,0.0,UNCHANGED,1,3.125,WORSENED,WORSENED
so_25985720_block_14,PARSE_EXCLUDED,,2,Improving Code,NO,15,0,0.0,0,0.0,0,0.0,18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_26046107_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,18,0,0.0,0,0.0,0,0.0,17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_27436796_block_2,ANALYZED,CLASS_MEMBER,3,Improving Code,NO,52,1,1.9230769230769231,1,1.9230769230769231,0,0.0,51,1,1.9607843137254901,1,1.9607843137254901,0,0.0,0,0.037707390648566985,0,0.037707390648566985,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_27437289_block_16,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,11,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_27469652_block_4,ANALYZED,METHOD_BODY,1,Improving Code,NO,13,0,0.0,0,0.0,0,0.0,14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_28329032_block_6,PARSE_EXCLUDED,,1,Improving Code,YES,10,0,0.0,0,0.0,0,0.0,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_28458368_block_4,PARSE_EXCLUDED,,1,Improving Code,NO,14,0,0.0,0,0.0,0,0.0,30,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_28901180_block_2,ANALYZED,RAW,1,Improving Code,NO,48,0,0.0,0,0.0,0,0.0,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_29226591_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,25,0,0.0,0,0.0,0,0.0,23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_29230939_block_4,ANALYZED,CLASS_MEMBER,4,Improving Code,YES,23,0,0.0,0,0.0,0,0.0,23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_29330741_block_6,ANALYZED,CLASS_MEMBER,10,Improving Code,YES,13,0,0.0,0,0.0,0,0.0,13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_29548090_block_4,PARSE_EXCLUDED,,2,Improving Code,NO,62,0,0.0,0,0.0,0,0.0,62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_29575747_block_2,ANALYZED,RAW,1,Improving Code,NO,51,3,5.882352941176471,3,5.882352941176471,0,0.0,74,7,9.45945945945946,7,9.45945945945946,0,0.0,4,3.5771065182829886,4,3.5771065182829886,WORSENED,0,0.0,UNCHANGED,WORSENED
so_29866762_block_2,ANALYZED,CLASS_MEMBER,12,Improving Code,YES,29,0,0.0,0,0.0,0,0.0,29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_30952083_block_2,PARSE_EXCLUDED,,1,Bug Fixing,NO,24,0,0.0,0,0.0,0,0.0,22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_31868761_block_4,ANALYZED,CLASS_MEMBER,1,Improving Code,YES,12,0,0.0,0,0.0,0,0.0,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_32164598_block_8,ANALYZED,CLASS_MEMBER,3,Bug Fixing,NO,13,0,0.0,0,0.0,0,0.0,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_32855556_block_4,ANALYZED,CLASS_MEMBER,2,Improving Code,NO,12,2,16.666666666666668,2,16.666666666666668,0,0.0,8,1,12.5,1,12.5,0,0.0,-1,-4.166666666666668,-1,-4.166666666666668,IMPROVED,0,0.0,UNCHANGED,IMPROVED
so_33085670_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,22,0,0.0,0,0.0,0,0.0,19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_33270545_block_2,ANALYZED,RAW,1,Improving Code,NO,45,1,2.2222222222222223,1,2.2222222222222223,0,0.0,42,0,0.0,0,0.0,0,0.0,-1,-2.2222222222222223,-1,-2.2222222222222223,IMPROVED,0,0.0,UNCHANGED,IMPROVED
so_33561612_block_2,PARSE_EXCLUDED,,4,Improving Code,NO,29,0,0.0,0,0.0,0,0.0,30,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_33943576_block_2,PARSE_EXCLUDED,,1,Bug Fixing,NO,15,0,0.0,0,0.0,0,0.0,11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_34174309_block_2,ANALYZED,RAW,1,Improving Code,NO,77,2,2.5974025974025974,2,2.5974025974025974,0,0.0,79,2,2.5316455696202533,2,2.5316455696202533,0,0.0,0,-0.06575702778234405,0,-0.06575702778234405,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_34590765_block_2,ANALYZED,RAW,4,Bug Fixing,NO,104,0,0.0,0,0.0,0,0.0,128,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_34717151_block_6,ANALYZED,METHOD_BODY,4,Improving Code,NO,52,0,0.0,0,0.0,0,0.0,52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_35094888_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,53,0,0.0,0,0.0,0,0.0,58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_3519182_block_2,ANALYZED,RAW,3,MULTIPLE_TYPES,NO,23,0,0.0,0,0.0,0,0.0,16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_359634_block_2,ANALYZED,CLASS_MEMBER,2,Bug Fixing,NO,31,0,0.0,0,0.0,0,0.0,46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_36789749_block_6,ANALYZED,RAW,1,Improving Code,NO,21,0,0.0,0,0.0,0,0.0,22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_36805363_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,87,0,0.0,0,0.0,0,0.0,87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_36950444_block_6,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,34,2,5.882352941176471,1,2.9411764705882355,1,2.9411764705882355,37,2,5.405405405405405,1,2.7027027027027026,1,2.7027027027027026,0,-0.47694753577106574,0,-0.23847376788553287,UNCHANGED,0,-0.23847376788553287,UNCHANGED,UNCHANGED
so_3775893_block_6,ANALYZED,CLASS_MEMBER,2,Improving Code,YES,22,0,0.0,0,0.0,0,0.0,22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_37957745_block_2,PARSE_EXCLUDED,,1,Bug Fixing,NO,15,0,0.0,0,0.0,0,0.0,25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_38367701_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,96,0,0.0,0,0.0,0,0.0,107,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_3870210_block_4,ANALYZED,RAW,6,Improving Code,NO,41,5,12.195121951219512,5,12.195121951219512,0,0.0,28,5,17.857142857142858,5,17.857142857142858,0,0.0,0,5.662020905923345,0,5.662020905923345,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_40056844_block_2,ANALYZED,CLASS_MEMBER,13,MULTIPLE_TYPES,NO,11,0,0.0,0,0.0,0,0.0,17,1,5.882352941176471,1,5.882352941176471,0,0.0,1,5.882352941176471,1,5.882352941176471,WORSENED,0,0.0,UNCHANGED,WORSENED
so_40317313_block_6,ANALYZED,RAW,1,Improving Code,NO,21,0,0.0,0,0.0,0,0.0,28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_41225553_block_2,ANALYZED,METHOD_BODY,1,Improving Code,NO,31,1,3.225806451612903,0,0.0,1,3.225806451612903,33,1,3.0303030303030303,0,0.0,1,3.0303030303030303,0,-0.19550342130987275,0,0.0,UNCHANGED,0,-0.19550342130987275,UNCHANGED,UNCHANGED
so_41251473_block_6,ANALYZED,CLASS_MEMBER,6,Improving Code,NO,20,0,0.0,0,0.0,0,0.0,20,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_41471859_block_4,PARSE_EXCLUDED,,1,Improving Code,NO,15,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_41588054_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,58,0,0.0,0,0.0,0,0.0,59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_41751396_block_8,PARSE_EXCLUDED,,3,Improving Code,YES,122,0,0.0,0,0.0,0,0.0,122,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_41800354_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,63,0,0.0,0,0.0,0,0.0,62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_42681543_block_4,PARSE_EXCLUDED,,4,MULTIPLE_TYPES,NO,100,0,0.0,0,0.0,0,0.0,100,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_4429257_block_2,PARSE_EXCLUDED,,8,MULTIPLE_TYPES,NO,31,0,0.0,0,0.0,0,0.0,26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_453067_block_2,ANALYZED,CLASS_MEMBER,2,Improving Code,NO,11,1,9.090909090909092,1,9.090909090909092,0,0.0,20,1,5.0,1,5.0,0,0.0,0,-4.090909090909092,0,-4.090909090909092,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_45774144_block_4,ANALYZED,METHOD_BODY,1,Improving Code,NO,10,0,0.0,0,0.0,0,0.0,18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_46830988_block_4,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,19,0,0.0,0,0.0,0,0.0,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_46887834_block_2,ANALYZED,METHOD_BODY,3,Bug Fixing,NO,12,1,8.333333333333334,1,8.333333333333334,0,0.0,13,3,23.076923076923077,3,23.076923076923077,0,0.0,2,14.743589743589743,2,14.743589743589743,WORSENED,0,0.0,UNCHANGED,WORSENED
so_47622507_block_4,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,20,1,5.0,1,5.0,0,0.0,27,2,7.407407407407407,2,7.407407407407407,0,0.0,1,2.4074074074074074,1,2.4074074074074074,WORSENED,0,0.0,UNCHANGED,WORSENED
so_50578162_block_2,PARSE_EXCLUDED,,2,Improving Code,NO,21,0,0.0,0,0.0,0,0.0,21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_50738131_block_2,ANALYZED,RAW,1,Improving Code,NO,28,1,3.5714285714285716,1,3.5714285714285716,0,0.0,26,1,3.8461538461538463,1,3.8461538461538463,0,0.0,0,0.27472527472527464,0,0.27472527472527464,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_51608517_block_2,PARSE_EXCLUDED,,2,Improving Code,NO,175,0,0.0,0,0.0,0,0.0,146,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_52144662_block_2,PARSE_EXCLUDED,,13,Improving Code,NO,85,0,0.0,0,0.0,0,0.0,89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_52148106_block_4,PARSE_EXCLUDED,,12,Improving Code,NO,13,0,0.0,0,0.0,0,0.0,13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_53110509_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,8,0,0.0,0,0.0,0,0.0,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_53360610_block_4,PARSE_EXCLUDED,,1,Improving Code,NO,11,0,0.0,0,0.0,0,0.0,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_54119640_block_4,ANALYZED,RAW,6,Improving Code,NO,34,1,2.9411764705882355,1,2.9411764705882355,0,0.0,16,0,0.0,0,0.0,0,0.0,-1,-2.9411764705882355,-1,-2.9411764705882355,IMPROVED,0,0.0,UNCHANGED,IMPROVED
so_54298032_block_2,ANALYZED,RAW,2,Improving Code,NO,58,2,3.4482758620689653,2,3.4482758620689653,0,0.0,65,2,3.076923076923077,2,3.076923076923077,0,0.0,0,-0.3713527851458882,0,-0.3713527851458882,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_54349072_block_2,ANALYZED,RAW,1,Improving Code,NO,51,0,0.0,0,0.0,0,0.0,35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_55003173_block_2,ANALYZED,METHOD_BODY,3,Bug Fixing,NO,12,0,0.0,0,0.0,0,0.0,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_55728841_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,32,0,0.0,0,0.0,0,0.0,36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_55986044_block_2,PARSE_EXCLUDED,,4,Improving Code,NO,99,0,0.0,0,0.0,0,0.0,102,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_56259221_block_5,PARSE_EXCLUDED,,1,Improving Code,NO,7,0,0.0,0,0.0,0,0.0,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_56611483_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,39,0,0.0,0,0.0,0,0.0,53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_56815_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,8,0,0.0,0,0.0,0,0.0,15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_57398454_block_2,PARSE_EXCLUDED,,6,Improving Code,NO,197,0,0.0,0,0.0,0,0.0,192,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_57560955_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,8,0,0.0,0,0.0,0,0.0,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_57713309_block_2,ANALYZED,CLASS_MEMBER,1,Bug Fixing,NO,10,1,10.0,0,0.0,1,10.0,10,1,10.0,0,0.0,1,10.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_57997601_block_2,PARSE_EXCLUDED,,2,Improving Code,NO,15,0,0.0,0,0.0,0,0.0,22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_58346204_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,79,0,0.0,0,0.0,0,0.0,91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_58370217_block_2,PARSE_EXCLUDED,,25,Improving Code,NO,14,0,0.0,0,0.0,0,0.0,45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_58617321_block_2,PARSE_EXCLUDED,,6,Improving Code,NO,16,0,0.0,0,0.0,0,0.0,16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_58993471_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,24,0,0.0,0,0.0,0,0.0,185,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_59239733_block_4,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,15,0,0.0,0,0.0,0,0.0,18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_59394165_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,24,0,0.0,0,0.0,0,0.0,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_59664498_block_2,PARSE_EXCLUDED,,15,MULTIPLE_TYPES,NO,42,0,0.0,0,0.0,0,0.0,60,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_59823215_block_2,ANALYZED,CLASS_MEMBER,1,Improving Code,NO,11,1,9.090909090909092,1,9.090909090909092,0,0.0,13,1,7.6923076923076925,1,7.6923076923076925,0,0.0,0,-1.3986013986013992,0,-1.3986013986013992,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
so_60123437_block_2,PARSE_EXCLUDED,,1,Improving Code,NO,8,0,0.0,0,0.0,0,0.0,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,UNCHANGED,0,0.0,UNCHANGED,UNCHANGED
